0,1,2,3,4
0.5517303,0.57202417,0.3568908,0.23545022,0.6824977
0.41721338,0.4312168,0.34086633,0.15189691,1.0420413
0.40430704,0.60287935,0.60089123,0.49817905,0.40906975
0.11329438,0.51151246,0.71118397,0.91441554,0.30952898
0.3105159,0.83294505,0.5143333,0.6879969,0.25173834
0.5341311,0.06679379,0.47719958,0.64890605,0.47923696
0.3696821,0.2677689,0.4033709,0.87983555,0.34015054
0.76464164,0.064376466,0.11358653,0.9137618,0.30282414
0.6193055,0.2602914,0.4409603,0.30814305,0.57440627
0.5420699,0.4457484,0.3774049,0.2001309,0.68294024
0.36655945,0.7647768,0.42802244,0.5266344,0.38893184
0.6134127,0.085575014,0.32086402,0.9332651,0.32883462
0.5022065,0.55086094,0.4106886,0.12592041,0.892202
0.45822334,0.4800132,0.65864605,0.5041151,0.5498648
0.51046294,0.24631482,0.392392,0.9244433,0.13174383
0.45547852,0.5464159,0.5775517,0.36188188,0.37644628
0.65833825,0.2806317,0.36941445,0.6268203,0.058276918
0.4632449,0.3672161,0.40539125,0.5891684,0.5105483
0.42127398,0.88189447,0.43373582,0.51174307,0.6271218
0.49999118,0.826835,0.42335004,0.13812077,0.63986593
0.47304556,0.37557465,0.38860846,0.59463936,0.48640883
0.55541134,0.64490736,0.28100032,0.72091734,0.24375682
0.5942766,0.67551976,0.3555475,0.30482268,0.597737
0.6173144,0.40897822,0.44011158,0.7433187,0.16686825
0.34116498,0.90987945,0.6152064,0.5040939,0.3364138
0.36702207,0.25326005,0.6526691,0.8517475,0.21320072
0.8190298,0.32567596,0.09418755,0.68831444,0.26919606
0.3463902,0.56775457,0.44773453,0.5047999,0.5561656
0.506879,0.18756296,0.34963667,0.35559538,0.6458183
0.32563555,0.2793723,0.66305417,0.46430477,0.45038953
0.3040237,0.7178401,0.8755289,0.63126004,0.16628775
0.5054037,0.13022895,0.5841985,0.40051407,0.6501755
0.53171283,0.28203842,0.36567962,0.41485327,0.614357
0.502356,0.8173886,0.4837189,0.64299005,0.07547018
0.7275727,0.69721156,0.28935885,0.26517144,0.36368167
0.5589437,0.29868677,0.32976532,0.49333373,0.521316
0.50890416,0.58016306,0.4627523,0.32558885,0.5510617
0.17903139,0.62468266,0.75620836,0.5744257,0.4641577
0.27346227,0.08422342,0.623437,0.5062426,0.8824099
0.29519102,0.10968657,0.78823173,0.661863,0.33455044
0.4741223,0.57100743,0.5502671,0.27245644,0.587304
0.5036954,0.59076,0.4623845,0.4343094,0.4615963
0.72787774,0.14960276,0.42523265,0.47937146,0.28875512
0.6425824,0.7894633,0.26866692,0.38054186,0.37987217
0.68701893,0.5236931,0.122440316,0.36939785,0.70189446
0.6865877,0.259257,0.29789287,0.18288517,0.7681689
0.548267,0.41130564,0.32108054,0.78727555,0.38026103
0.42027596,0.56055665,0.45449147,0.40406653,0.48241284
0.38111314,0.24649443,0.5366273,0.52533317,0.4403854
0.6826311,0.33390838,0.28604344,0.261709,0.60690445
0.585564,0.59745204,0.15849264,0.31707326,0.5861677
0.30242205,0.35898384,0.36837843,0.6606168,0.66243416
0.53518075,0.5782918,0.3288545,0.92632824,0.15734197
0.47378454,0.6185632,0.47027385,0.4576227,0.4635578
0.43429804,0.77948034,0.27848828,0.70135176,0.3812981
0.6279493,0.48765266,0.38059708,0.7993691,0.33402357
0.41925392,0.07798811,0.4169264,0.79238755,0.31988293
0.4231629,0.0872508,0.5645491,0.50949943,0.41576704
0.24319607,0.8289602,0.8835739,0.59490645,0.24151416
0.51971287,0.70079917,0.5077392,0.25177124,0.5692402
0.3488478,0.5551011,0.49516225,0.6940073,0.21916412
0.4865183,0.28157127,0.48437688,0.20796669,0.9403601
0.29731435,0.79560506,0.42662048,0.86866945,0.31838885
0.94249755,0.4070352,0.040505502,0.5222372,0.2852036
0.26045048,0.3315215,0.7515016,0.8972456,0.24858591
0.6905401,0.38818341,0.35636726,0.5955452,0.16981912
0.49611145,0.79327255,0.4485017,0.5315331,0.5456814
0.44691488,0.71490836,0.59425825,0.35668328,0.4588145
0.49771896,0.29978266,0.3591313,0.47359535,0.64899534
0.34896925,0.95685226,0.5897563,0.37160453,0.454409
0.74953514,0.12275032,0.18421921,0.6171118,0.30467996
0.4902565,0.09370854,0.4226253,0.35452175,0.6145379
0.23974378,0.30619577,0.98191565,0.41211498,0.24509959
0.4724536,0.4606552,0.2490863,0.6569432,0.49304065
0.46736234,0.054517876,0.6915584,0.51573396,0.4294398
0.32465643,0.60730237,0.5822583,0.7189493,0.27937722
0.67071086,0.17190173,0.25599346,0.45695195,0.38282248
0.5476872,0.7314814,0.21357907,0.6412019,0.28812367
0.5965209,0.12751321,0.46321404,0.44319102,0.5990505
0.43679854,0.64279044,0.25260535,0.35179093,0.6553796
0.36469728,0.4461129,0.31032845,0.9226084,0.33492482
0.3556991,0.78742766,0.69979256,0.65303516,0.18953332
0.601546,0.7468798,0.09353224,0.21978109,0.7883476
0.35342106,0.28581333,0.49878645,0.5148349,0.69807595
0.64605445,0.1780063,0.33272198,0.6045972,0.43971014
0.57544386,0.5972514,0.41626933,0.2665382,0.49835846
0.52683675,0.1688669,0.21583988,0.74079835,0.36460665
0.41750076,0.39546233,0.36530665,0.5946733,0.5653917
0.6541842,0.088905334,0.5022984,0.5056317,0.3538027
0.3039449,0.8449882,0.79360217,0.2347675,0.3459791
0.34416533,0.34075406,0.8358657,0.47407314,0.18662225
0.4783997,0.5981608,0.555048,0.69117224,0.18511002
0.3124778,0.5944426,0.46287438,0.72682595,0.55710137
0.50759304,0.6826637,0.2925034,0.4099761,0.76609397
0.8196102,0.26953915,0.13806874,0.3431081,0.49108502
0.5195329,0.35940036,0.20684369,0.6660818,0.37300965
0.5058251,1.026145,0.39435598,0.41480362,0.3779607
0.35552126,0.68283135,0.47202766,0.5391771,0.32353547
0.39420912,0.34143606,0.4733848,0.61470366,0.4249019
0.6505077,0.33664733,0.42459413,0.31586006,0.58344024
0.48470023,0.32089972,0.66619515,0.46473086,0.38775262
0.28239644,0.028561573,0.83816606,0.6130755,0.45292267
0.6299104,0.47843295,0.29816118,0.71194315,0.33126476
0.49909544,0.7084969,0.4101956,0.60514015,0.31446236
0.15562753,0.729537,0.7734506,0.808975,0.31688127
0.4782395,0.109582216,0.31453547,0.50572264,0.70608616
0.76594615,0.33367735,0.04304458,0.5654299,0.49687335
0.35473776,0.6137208,0.27136433,0.80168355,0.4382397
0.72854656,0.6320271,0.113932125,0.3638442,0.555977
0.42842698,0.23812973,0.5095279,0.57973766,0.42297184
0.2542506,0.7591951,0.6592845,0.55750173,0.4364499
0.5866729,0.37870342,0.35193208,0.61320657,0.08147868
0.47825482,0.75579387,0.53492534,0.562432,0.279744
0.54020226,0.38092884,0.5775789,0.43364328,0.22428955
0.53913087,0.3421973,0.263519,0.4781044,0.71770674
0.5646235,0.7274362,0.36209947,0.5142162,0.5432819
0.56758994,0.56970674,0.34749997,0.63601494,0.44709018
0.40684238,0.87844205,0.36717343,0.8014447,0.35667938
0.6049486,0.54140586,0.26189813,0.52864903,0.24935004
0.5506517,0.8454422,0.39165726,0.45353562,0.45990786
0.5376573,0.31579214,0.3789632,0.39457598,0.6330434
0.61935353,0.1604427,0.46425095,0.5178311,0.31956157
0.30612785,0.3157971,0.4982836,0.7031577,0.5422292
0.22645839,0.36089522,0.8613722,0.6351934,0.39262554
0.42627877,0.30754617,0.43928942,0.77807057,0.60825074
0.69420785,0.37731603,0.43156728,0.48025027,0.33412698
0.43955457,0.6164869,0.38974395,0.45594025,0.567628
0.5127772,0.21287245,0.68359345,0.57113194,0.32919416
0.4661582,0.5105431,0.4525573,0.6960403,0.29210812
0.6031592,0.21987145,0.2798691,0.45865992,0.6042635
0.45519096,0.4692491,0.44902548,0.7078284,0.41573918
0.51279354,0.4920132,0.36364213,0.21978404,0.8151024
0.7910778,0.14501522,0.17587638,0.30481994,0.613011
0.46015403,0.2580299,0.21267147,0.4815076,0.80720854
0.6372702,0.40787518,0.31374338,0.5281041,0.440885
0.4316292,1.0312673,0.2819277,0.78359026,0.15715212
0.5725296,0.43324047,0.17838022,0.5266438,0.59554416
0.6559127,0.22469784,0.37321404,0.56474257,0.4834164
0.46109876,0.09758943,0.4399543,0.6736467,0.37019944
0.45112062,0.43077174,0.43941274,0.8374941,0.3065514
0.3962154,0.76701665,0.4937077,0.47394532,0.5007622
0.28414986,0.58212847,0.5182258,0.9190619,0.14927417
0.18316565,0.62540644,0.7097817,0.5134142,0.4768843
0.43445006,0.23088704,0.49145132,0.39780253,0.7681938
0.3879802,0.16313173,0.46623814,0.42683816,0.55748886
0.5346603,0.3364085,0.22849442,0.83973694,0.4240925
0.45517522,0.10624361,0.5551425,0.7470963,0.25338772
0.09662506,0.5493244,0.9117567,0.2380616,0.64288425
0.61245805,0.49833542,0.31654537,0.6486898,0.1067015
0.5292517,0.2426263,0.47808054,0.3736459,0.504344
0.6213748,0.7065844,0.0906204,0.7635208,0.25010687
0.4312536,0.31989616,0.32044816,0.53225875,0.46221945
0.57947356,0.7448689,0.23875919,0.6442116,0.2829511
0.49506137,0.960528,0.45235154,0.4710168,0.40491557
0.5158499,0.23741458,0.24883008,1.0494677,0.32059556
0.20219766,0.51637536,0.65988034,0.39816424,0.49091357
0.50963837,0.7323921,0.47579733,0.18349105,0.64590853
0.3741199,0.4575774,0.3331869,0.8229635,0.47334686
0.28360263,0.6487359,0.6709322,0.6464795,0.39173388
0.46929473,0.24905936,0.41702816,0.53363717,0.6711174
0.5918916,0.08095373,0.24628043,0.6707723,0.3938601
0.69056934,0.83121234,0.31249997,0.50645936,0.12503067
0.6692542,0.6460944,0.08192877,0.4473985,0.6924671
0.48508283,1.0685123,0.44297516,0.18298836,0.5142418
