0,1,2,3,4
0.03774761,0.739219,0.51692295,0.93635166,0.4536029
0.2667071,0.24572766,0.8282487,0.5847307,0.6351545
0.98653793,0.23087913,0.3406789,0.70414567,0.38348463
0.13570067,0.23154058,0.87829775,1.0289862,0.18835963
0.58259696,0.6016849,0.00011791834,0.65964353,0.5844386
0.6116237,0.39455625,0.06963558,0.5643093,0.7408952
0.5719522,0.27660295,0.38308987,0.50282955,0.833298
0.40205,0.44428822,0.4766853,0.32838655,0.7920488
0.14856139,0.52881765,0.50494677,0.5888605,0.5746252
0.5059747,0.6568155,0.4334014,0.49353364,0.5847661
0.6054631,0.19595724,0.9080228,0.68225175,0.38471106
0.75790626,0.32771593,0.5969847,0.59610814,0.46969658
0.107229374,0.81828004,0.3491418,0.99310744,0.23177998
0.076671146,0.6237367,0.27295467,0.7977897,0.8692014
0.43682647,0.7097255,0.010080682,0.3619996,0.78138846
0.15824062,0.42907566,1.0157475,1.1808217,0.15605034
0.2875974,0.66523826,0.8293292,0.7405104,0.20096795
0.7300318,0.12827434,0.28822312,0.5006066,0.87153065
0.56924707,0.5901411,0.0006631656,0.4037938,0.8492539
0.59178275,0.3127688,0.54320675,0.6331256,0.62627655
0.16817303,0.9045046,0.92717177,0.84387916,0.042901102
0.20769483,0.74367434,0.47435868,0.4108204,0.84438413
0.618283,0.3098585,0.5309135,0.16383739,0.93960124
0.59365207,0.49836525,0.5096005,0.4119897,0.69935566
0.18707728,0.61786526,0.6073677,0.3818794,0.8115161
0.5022474,0.28979352,0.67541784,0.4453558,0.5069027
0.57703984,0.47366312,0.6931212,0.51107794,0.31941035
0.13941377,0.51055163,0.5681228,0.706451,0.7492765
0.3137484,0.49096084,0.49383914,0.66850615,0.7050248
0.46901947,0.6170696,0.74502957,0.51788974,0.19019826
